hash,s_num,rarity,bg,body,misc,hand
2623643752664596395,CryptoStykz #621,2.3,"('imgs\\background\\.6\\V2 collection - Catwalk with ladder2.png', 0.6)","('imgs\\Stick Bodies\\.5\\bioshock.png', 0.5)","('imgs\\Misc\\.9\\no misc.png', 0.9)","('imgs\\weapons\\.3\\saiga12k bricks.png', 0.3)"
,,,,,,
-9142074385590442521,CryptoStykz #622,2.15,"('imgs\\background\\.6\\mountains_Bolt1.png', 0.6)","('imgs\\Stick Bodies\\.5\\omegabert3.png', 0.5)","('imgs\\Misc\\.9\\no misc.png', 0.9)","('imgs\\weapons\\.15\\shotgun lightning.png', 0.15)"
,,,,,,
2942409176097006406,CryptoStykz #623,1.45,"('imgs\\background\\.1\\V2 collection - Back Scene0.png', 0.1)","('imgs\\Stick Bodies\\.3\\general grevious.png', 0.3)","('imgs\\Misc\\.9\\no misc.png', 0.9)","('imgs\\weapons\\.15\\real gun2 glitch colored.png', 0.15)"
,,,,,,
5786795623126810560,CryptoStykz #624,1.95,"('imgs\\background\\.6\\V2 collection - Catwalk with ladder4.png', 0.6)","('imgs\\Stick Bodies\\.3\\cowboy.png', 0.3)","('imgs\\Misc\\.9\\no misc.png', 0.9)","('imgs\\weapons\\.15\\real sword 2 hippie.png', 0.15)"
,,,,,,
-3102232418219925896,CryptoStykz #625,1.53,"('imgs\\background\\.3\\14.png', 0.3)","('imgs\\Stick Bodies\\.3\\god.png', 0.3)","('imgs\\Misc\\.9\\no misc.png', 0.9)","('imgs\\weapons\\.03\\ak47 caution.png', 0.03)"
,,,,,,
5878594930600936436,CryptoStykz #626,1.85,"('imgs\\background\\.6\\V2 collection - Back Scene8.png', 0.6)","('imgs\\Stick Bodies\\.05\\pivot2defaultstk.png', 0.05)","('imgs\\Misc\\.9\\no misc.png', 0.9)","('imgs\\weapons\\.3\\chaingun.png', 0.3)"
,,,,,,
-13415091787112368,CryptoStykz #627,1.75,"('imgs\\background\\.3\\battle stadium3.png', 0.3)","('imgs\\Stick Bodies\\.15\\Xenomorph_Creature.png', 0.15)","('imgs\\Misc\\.9\\no misc.png', 0.9)","('imgs\\weapons\\.4\\colt c15 amethyst.png', 0.4)"
,,,,,,
-1120567351135637204,CryptoStykz #628,2.2,"('imgs\\background\\.6\\3droom21.png', 0.6)","('imgs\\Stick Bodies\\.3\\cowboy.png', 0.3)","('imgs\\Misc\\.9\\no misc.png', 0.9)","('imgs\\weapons\\.4\\barret m82 filled.png', 0.4)"
,,,,,,
6635483871920777500,CryptoStykz #629,2.3,"('imgs\\background\\.6\\V2 collection - Back Scene1.png', 0.6)","('imgs\\Stick Bodies\\.5\\Ninjaguylpz.png', 0.5)","('imgs\\Misc\\.9\\no misc.png', 0.9)","('imgs\\weapons\\.3\\assault rifle glitch.png', 0.3)"
,,,,,,
-2526358103372389818,CryptoStykz #630,2.2,"('imgs\\background\\.6\\V2 collection - Back Scene3.png', 0.6)","('imgs\\Stick Bodies\\.3\\ob9 Headless.png', 0.3)","('imgs\\Misc\\.9\\no misc.png', 0.9)","('imgs\\weapons\\.4\\lasergun1 leather.png', 0.4)"
,,,,,,
-1430234163481422329,CryptoStykz #631,2,"('imgs\\background\\.3\\bench area by jon4.png', 0.3)","('imgs\\Stick Bodies\\.5\\OmegaBert5.png', 0.5)","('imgs\\Misc\\.9\\no misc.png', 0.9)","('imgs\\weapons\\.3\\deagle qbert.png', 0.3)"
,,,,,,
-4185405331930259267,CryptoStykz #632,0.985,"('imgs\\background\\.3\\ghost town1.png', 0.3)","('imgs\\Stick Bodies\\.3\\cowboy.png', 0.3)","('imgs\\Misc\\.085\\simon sig.png', 0.085)","('imgs\\weapons\\.3\\real sword 2 glitch.png', 0.3)"
,,,,,,
7447453508049014893,CryptoStykz #633,1.8,"('imgs\\background\\.1\\V2 collection - Back Scene 20.png', 0.1)","('imgs\\Stick Bodies\\.5\\wu tang fighter.png', 0.5)","('imgs\\Misc\\.9\\no misc.png', 0.9)","('imgs\\weapons\\.3\\famas glitch.png', 0.3)"
,,,,,,
-5170139517680345613,CryptoStykz #634,2.4,"('imgs\\background\\.6\\3d room 5.png', 0.6)","('imgs\\Stick Bodies\\.5\\cape man.png', 0.5)","('imgs\\Misc\\.9\\no misc.png', 0.9)","('imgs\\weapons\\.4\\V2 collection - Knife 1 3d green.png', 0.4)"
,,,,,,
3731488309341995570,CryptoStykz #635,2.4,"('imgs\\background\\.6\\3droom0.png', 0.6)","('imgs\\Stick Bodies\\.5\\man.png', 0.5)","('imgs\\Misc\\.9\\no misc.png', 0.9)","('imgs\\weapons\\.4\\gun3 blue web.png', 0.4)"
,,,,,,
8150152120465688889,CryptoStykz #636,2.15,"('imgs\\background\\.6\\outer space1.png', 0.6)","('imgs\\Stick Bodies\\.5\\rat.png', 0.5)","('imgs\\Misc\\.9\\no misc.png', 0.9)","('imgs\\weapons\\.15\\mp5sd6 modded lightning.png', 0.15)"
,,,,,,
6528340972459717270,CryptoStykz #637,1.55,"('imgs\\background\\.3\\battle stadium0.png', 0.3)","('imgs\\Stick Bodies\\.3\\god.png', 0.3)","('imgs\\Misc\\.9\\no misc.png', 0.9)","('imgs\\weapons\\.05\\smaw.png', 0.05)"
,,,,,,
-7760646955568645735,CryptoStykz #638,2.3,"('imgs\\background\\.6\\stairs cracks2.png', 0.6)","('imgs\\Stick Bodies\\.5\\Wu11.png', 0.5)","('imgs\\Misc\\.9\\no misc.png', 0.9)","('imgs\\weapons\\.3\\gun3 stars.png', 0.3)"
,,,,,,
-651428082701178938,CryptoStykz #639,2.1,"('imgs\\background\\.3\\4.png', 0.3)","('imgs\\Stick Bodies\\.5\\jin kazama.png', 0.5)","('imgs\\Misc\\.9\\no misc.png', 0.9)","('imgs\\weapons\\.4\\m16a1 bricks.png', 0.4)"
,,,,,,
-6601663070947190247,CryptoStykz #640,1.45,"('imgs\\background\\.1\\ghost town0.png', 0.1)","('imgs\\Stick Bodies\\.3\\ob9 Headless.png', 0.3)","('imgs\\Misc\\.9\\no misc.png', 0.9)","('imgs\\weapons\\.15\\Shipka 3d green.png', 0.15)"
,,,,,,
5583783469761048879,CryptoStykz #641,2.2,"('imgs\\background\\.6\\V2 collection - Catwalk with ladder0.png', 0.6)","('imgs\\Stick Bodies\\.3\\ob9 Headless.png', 0.3)","('imgs\\Misc\\.9\\no misc.png', 0.9)","('imgs\\weapons\\.4\\imi negev.png', 0.4)"
,,,,,,
-3588337184031100011,CryptoStykz #642,2.2,"('imgs\\background\\.6\\stairs cracks6.png', 0.6)","('imgs\\Stick Bodies\\.3\\ob9 Headless.png', 0.3)","('imgs\\Misc\\.9\\no misc.png', 0.9)","('imgs\\weapons\\.4\\V2 collection - Handgun.png', 0.4)"
,,,,,,
-7113884261030809624,CryptoStykz #643,2.2,"('imgs\\background\\.6\\mountains_Bolt6.png', 0.6)","('imgs\\Stick Bodies\\.3\\ob9 Headless.png', 0.3)","('imgs\\Misc\\.9\\no misc.png', 0.9)","('imgs\\weapons\\.4\\m4carbine m203 craters.png', 0.4)"
,,,,,,
-7580197679622611877,CryptoStykz #644,2.4,"('imgs\\background\\.6\\cityscape2-jon4.png', 0.6)","('imgs\\Stick Bodies\\.5\\Darkbert.png', 0.5)","('imgs\\Misc\\.9\\no misc.png', 0.9)","('imgs\\weapons\\.4\\basicglock fibers.png', 0.4)"
,,,,,,
5832000806742643870,CryptoStykz #645,1.75,"('imgs\\background\\.3\\stairs0.png', 0.3)","('imgs\\Stick Bodies\\.15\\elephant.png', 0.15)","('imgs\\Misc\\.9\\no misc.png', 0.9)","('imgs\\weapons\\.4\\ninja sword bricks.png', 0.4)"
,,,,,,
-3866562634538089713,CryptoStykz #646,1.75,"('imgs\\background\\.3\\stairs5.png', 0.3)","('imgs\\Stick Bodies\\.15\\Xenomorph_Creature.png', 0.15)","('imgs\\Misc\\.9\\no misc.png', 0.9)","('imgs\\weapons\\.4\\ninja sword blue2.png', 0.4)"
,,,,,,
-3119184654170168605,CryptoStykz #647,1.73,"('imgs\\background\\.3\\roof3.png', 0.3)","('imgs\\Stick Bodies\\.5\\sanada yukimora.png', 0.5)","('imgs\\Misc\\.9\\no misc.png', 0.9)","('imgs\\weapons\\.03\\ak47 caution.png', 0.03)"
,,,,,,
-5788381122920922370,CryptoStykz #648,1.85,"('imgs\\background\\.3\\roof5.png', 0.3)","('imgs\\Stick Bodies\\.5\\flash stk.png', 0.5)","('imgs\\Misc\\.9\\no misc.png', 0.9)","('imgs\\weapons\\.15\\g36 k lightning.png', 0.15)"
,,,,,,
-777840357219259118,CryptoStykz #649,2.07,"('imgs\\background\\.6\\V2 collection - Back Scene4.png', 0.6)","('imgs\\Stick Bodies\\.5\\base_picto.png', 0.5)","('imgs\\Misc\\.9\\no misc.png', 0.9)","('imgs\\weapons\\.07\\amt automag II firing red cubes.png', 0.07)"
,,,,,,
-2056066775383486246,CryptoStykz #650,2.1,"('imgs\\background\\.6\\3droom25.png', 0.6)","('imgs\\Stick Bodies\\.3\\ob9 Headless.png', 0.3)","('imgs\\Misc\\.9\\no misc.png', 0.9)","('imgs\\weapons\\.3\\sar21 amethyst.png', 0.3)"
,,,,,,
-6901413926945023252,CryptoStykz #651,2.3,"('imgs\\background\\.6\\buildings6.png', 0.6)","('imgs\\Stick Bodies\\.5\\bioshock.png', 0.5)","('imgs\\Misc\\.9\\no misc.png', 0.9)","('imgs\\weapons\\.3\\SA sniper rifle glitch.png', 0.3)"
,,,,,,
-7856255196718187144,CryptoStykz #652,1.5,"('imgs\\background\\.3\\bench area by jon4.png', 0.3)","('imgs\\Stick Bodies\\.15\\horse.png', 0.15)","('imgs\\Misc\\.9\\no misc.png', 0.9)","('imgs\\weapons\\.15\\Shipka moon.png', 0.15)"
,,,,,,
-2634951797041135362,CryptoStykz #653,2.4,"('imgs\\background\\.6\\outer space8.png', 0.6)","('imgs\\Stick Bodies\\.5\\Wuerte.png', 0.5)","('imgs\\Misc\\.9\\no misc.png', 0.9)","('imgs\\weapons\\.4\\V2 collection - Basilisk blade wood.png', 0.4)"
,,,,,,
101445357909724082,CryptoStykz #654,2.3,"('imgs\\background\\.6\\stairs cracks1.png', 0.6)","('imgs\\Stick Bodies\\.5\\royster.png', 0.5)","('imgs\\Misc\\.9\\no misc.png', 0.9)","('imgs\\weapons\\.3\\xpswords600 qbert.png', 0.3)"
,,,,,,
-4388581266250942711,CryptoStykz #655,1.85,"('imgs\\background\\.6\\cityscape2-jon1.png', 0.6)","('imgs\\Stick Bodies\\.3\\cowboy.png', 0.3)","('imgs\\Misc\\.9\\no misc.png', 0.9)","('imgs\\weapons\\.05\\sniper rifle red cubes.png', 0.05)"
,,,,,,
6517411769726919496,CryptoStykz #656,2.3,"('imgs\\background\\.6\\3d room 0.png', 0.6)","('imgs\\Stick Bodies\\.5\\Berten.png', 0.5)","('imgs\\Misc\\.9\\no misc.png', 0.9)","('imgs\\weapons\\.3\\deagle qbert.png', 0.3)"
,,,,,,
-4255982800383379260,CryptoStykz #657,2.07,"('imgs\\background\\.6\\3droom25.png', 0.6)","('imgs\\Stick Bodies\\.5\\archer man.png', 0.5)","('imgs\\Misc\\.9\\no misc.png', 0.9)","('imgs\\weapons\\.07\\sig550.png', 0.07)"
,,,,,,
857623193241663576,CryptoStykz #658,1.385,"('imgs\\background\\.6\\buildings1.png', 0.6)","('imgs\\Stick Bodies\\.3\\ob9 Headless.png', 0.3)","('imgs\\Misc\\.085\\rehib sig.png', 0.085)","('imgs\\weapons\\.4\\vss vintorez leopard.png', 0.4)"
,,,,,,
-2311735097077934778,CryptoStykz #659,2.1,"('imgs\\background\\.3\\roof5.png', 0.3)","('imgs\\Stick Bodies\\.5\\realistic_man.png', 0.5)","('imgs\\Misc\\.9\\no misc.png', 0.9)","('imgs\\weapons\\.4\\gun3 bricks.png', 0.4)"
,,,,,,
-4115963142627591299,CryptoStykz #660,2.4,"('imgs\\background\\.6\\mountains_Bolt2.png', 0.6)","('imgs\\Stick Bodies\\.5\\blunkstki0px.png', 0.5)","('imgs\\Misc\\.9\\no misc.png', 0.9)","('imgs\\weapons\\.4\\xpswords500 green.png', 0.4)"
,,,,,,
-1650401711144497928,CryptoStykz #661,2.05,"('imgs\\background\\.6\\cityscape2-jon5.png', 0.6)","('imgs\\Stick Bodies\\.5\\Joe.png', 0.5)","('imgs\\Misc\\.9\\no misc.png', 0.9)","('imgs\\weapons\\.05\\silenced_sniper stripes.png', 0.05)"
,,,,,,
5049534919079808924,CryptoStykz #662,1.8,"('imgs\\background\\.3\\dead zone4.png', 0.3)","('imgs\\Stick Bodies\\.3\\general grevious.png', 0.3)","('imgs\\Misc\\.9\\no misc.png', 0.9)","('imgs\\weapons\\.3\\shotgun rocks.png', 0.3)"
,,,,,,
3447920798985396529,CryptoStykz #663,1.9,"('imgs\\background\\.3\\ghost town2.png', 0.3)","('imgs\\Stick Bodies\\.3\\cowboy.png', 0.3)","('imgs\\Misc\\.9\\no misc.png', 0.9)","('imgs\\weapons\\.4\\thompson 1982 smg rocks.png', 0.4)"
,,,,,,
4775909471981583770,CryptoStykz #664,2,"('imgs\\background\\.3\\stairs5.png', 0.3)","('imgs\\Stick Bodies\\.5\\wu_clone.png', 0.5)","('imgs\\Misc\\.9\\no misc.png', 0.9)","('imgs\\weapons\\.3\\blade.png', 0.3)"
,,,,,,
-872226189768655549,CryptoStykz #665,1.9,"('imgs\\background\\.3\\bench area by jon4.png', 0.3)","('imgs\\Stick Bodies\\.3\\Schoolgirl.png', 0.3)","('imgs\\Misc\\.9\\no misc.png', 0.9)","('imgs\\weapons\\.4\\V2 collection - Knife 1 3d green.png', 0.4)"
,,,,,,
-4848433069140124201,CryptoStykz #666,1.9,"('imgs\\background\\.3\\ghost town1.png', 0.3)","('imgs\\Stick Bodies\\.3\\general grevious.png', 0.3)","('imgs\\Misc\\.9\\no misc.png', 0.9)","('imgs\\weapons\\.4\\katana leather.png', 0.4)"
,,,,,,
-3844120152116462867,CryptoStykz #667,2.1,"('imgs\\background\\.6\\3droom4.png', 0.6)","('imgs\\Stick Bodies\\.3\\general grevious.png', 0.3)","('imgs\\Misc\\.9\\no misc.png', 0.9)","('imgs\\weapons\\.3\\katana qbert.png', 0.3)"
,,,,,,
6914213481546825681,CryptoStykz #668,2.1,"('imgs\\background\\.6\\cityscape2-jon0.png', 0.6)","('imgs\\Stick Bodies\\.3\\god.png', 0.3)","('imgs\\Misc\\.9\\no misc.png', 0.9)","('imgs\\weapons\\.3\\real gun2 stoner.png', 0.3)"
,,,,,,
-5660793326608359660,CryptoStykz #669,1.95,"('imgs\\background\\.6\\3droom1.png', 0.6)","('imgs\\Stick Bodies\\.3\\Schoolgirl.png', 0.3)","('imgs\\Misc\\.9\\no misc.png', 0.9)","('imgs\\weapons\\.15\\real gun moon.png', 0.15)"
,,,,,,
-2129179593612050305,CryptoStykz #670,1.9,"('imgs\\background\\.3\\10.png', 0.3)","('imgs\\Stick Bodies\\.3\\ob9 Headless.png', 0.3)","('imgs\\Misc\\.9\\no misc.png', 0.9)","('imgs\\weapons\\.4\\basicglock blue grid.png', 0.4)"
,,,,,,
-4092029075858491467,CryptoStykz #671,2.4,"('imgs\\background\\.6\\cityscape2-jon0.png', 0.6)","('imgs\\Stick Bodies\\.5\\Darkbert.png', 0.5)","('imgs\\Misc\\.9\\no misc.png', 0.9)","('imgs\\weapons\\.4\\glock18 leather.png', 0.4)"
,,,,,,
1199633999904309303,CryptoStykz #672,2.1,"('imgs\\background\\.6\\building5.png', 0.6)","('imgs\\Stick Bodies\\.3\\Schoolgirl.png', 0.3)","('imgs\\Misc\\.9\\no misc.png', 0.9)","('imgs\\weapons\\.3\\springfield sar8 stars.png', 0.3)"
,,,,,,
-7966278964983036002,CryptoStykz #673,1.8,"('imgs\\background\\.3\\battle stadium3.png', 0.3)","('imgs\\Stick Bodies\\.3\\ob9 Headless.png', 0.3)","('imgs\\Misc\\.9\\no misc.png', 0.9)","('imgs\\weapons\\.3\\ak47 stars.png', 0.3)"
,,,,,,
2228647263035966115,CryptoStykz #674,2.1,"('imgs\\background\\.3\\forest0.png', 0.3)","('imgs\\Stick Bodies\\.5\\flash stk.png', 0.5)","('imgs\\Misc\\.9\\no misc.png', 0.9)","('imgs\\weapons\\.4\\lasergun green.png', 0.4)"
,,,,,,
-1924188773445378057,CryptoStykz #675,1.57,"('imgs\\background\\.1\\stairs.png', 0.1)","('imgs\\Stick Bodies\\.5\\bioshock.png', 0.5)","('imgs\\Misc\\.9\\no misc.png', 0.9)","('imgs\\weapons\\.07\\rocket launcher2.png', 0.07)"
,,,,,,
-4457999393117811303,CryptoStykz #676,1.335,"('imgs\\background\\.6\\mountains_Bolt1.png', 0.6)","('imgs\\Stick Bodies\\.5\\Berten.png', 0.5)","('imgs\\Misc\\.085\\picto shorts.png', 0.085)","('imgs\\weapons\\.15\\real gun2.png', 0.15)"
,,,,,,
8555865620314471287,CryptoStykz #677,2,"('imgs\\background\\.3\\battle stadium2.png', 0.3)","('imgs\\Stick Bodies\\.5\\OmegaBert4.1.png', 0.5)","('imgs\\Misc\\.9\\no misc.png', 0.9)","('imgs\\weapons\\.3\\rifle stone.png', 0.3)"
,,,,,,
-6254456647814638602,CryptoStykz #678,1.95,"('imgs\\background\\.6\\bridge0.png', 0.6)","('imgs\\Stick Bodies\\.3\\general grevious.png', 0.3)","('imgs\\Misc\\.9\\no misc.png', 0.9)","('imgs\\weapons\\.15\\real gun2 lightning.png', 0.15)"
,,,,,,
4449124013028774947,CryptoStykz #679,1.085,"('imgs\\background\\.3\\15.png', 0.3)","('imgs\\Stick Bodies\\.3\\ob9 Headless.png', 0.3)","('imgs\\Misc\\.085\\pistol sig.png', 0.085)","('imgs\\weapons\\.4\\amt automag II hippie.png', 0.4)"
,,,,,,
3755069157169659138,CryptoStykz #680,2.3,"('imgs\\background\\.6\\3d room 4.png', 0.6)","('imgs\\Stick Bodies\\.5\\super bert.png', 0.5)","('imgs\\Misc\\.9\\no misc.png', 0.9)","('imgs\\weapons\\.3\\chaingun_3d green.png', 0.3)"
,,,,,,
-5631745735587829871,CryptoStykz #681,1.55,"('imgs\\background\\.3\\stairs2.png', 0.3)","('imgs\\Stick Bodies\\.3\\general grevious.png', 0.3)","('imgs\\Misc\\.9\\no misc.png', 0.9)","('imgs\\weapons\\.05\\V2 collection - Knife 1 stripes.png', 0.05)"
,,,,,,
-4765339291128982378,CryptoStykz #682,1.335,"('imgs\\background\\.6\\basic village section 23.png', 0.6)","('imgs\\Stick Bodies\\.5\\base robo.png', 0.5)","('imgs\\Misc\\.085\\picto shorts.png', 0.085)","('imgs\\weapons\\.15\\ak47 lightning.png', 0.15)"
,,,,,,
72316205672709970,CryptoStykz #683,2.1,"('imgs\\background\\.3\\forest0.png', 0.3)","('imgs\\Stick Bodies\\.5\\Berten.png', 0.5)","('imgs\\Misc\\.9\\no misc.png', 0.9)","('imgs\\weapons\\.4\\fn fiveseven chocolate.png', 0.4)"
,,,,,,
274095352771827226,CryptoStykz #684,1.35,"('imgs\\background\\.1\\bench area by jon6.png', 0.1)","('imgs\\Stick Bodies\\.3\\god.png', 0.3)","('imgs\\Misc\\.9\\no misc.png', 0.9)","('imgs\\weapons\\.05\\real sword 2 stripes.png', 0.05)"
,,,,,,
9195658641647265269,CryptoStykz #685,1.65,"('imgs\\background\\.1\\ghost town0.png', 0.1)","('imgs\\Stick Bodies\\.5\\crono real guy.png', 0.5)","('imgs\\Misc\\.9\\no misc.png', 0.9)","('imgs\\weapons\\.15\\real gun2 leopard.png', 0.15)"
,,,,,,
-3251817344861767856,CryptoStykz #686,1.83,"('imgs\\background\\.6\\basic village section 23.png', 0.6)","('imgs\\Stick Bodies\\.3\\cowboy.png', 0.3)","('imgs\\Misc\\.9\\no misc.png', 0.9)","('imgs\\weapons\\.03\\ninja_star caution.png', 0.03)"
,,,,,,
-2132559254702343711,CryptoStykz #687,2.1,"('imgs\\background\\.3\\3.png', 0.3)","('imgs\\Stick Bodies\\.5\\omegabert3.png', 0.5)","('imgs\\Misc\\.9\\no misc.png', 0.9)","('imgs\\weapons\\.4\\g3 bricks.png', 0.4)"
,,,,,,
8989173117106033504,CryptoStykz #688,1.95,"('imgs\\background\\.6\\V2 collection - Catwalk with ladder3.png', 0.6)","('imgs\\Stick Bodies\\.15\\horse.png', 0.15)","('imgs\\Misc\\.9\\no misc.png', 0.9)","('imgs\\weapons\\.3\\basicglock stars.png', 0.3)"
,,,,,,
230432761594358738,CryptoStykz #689,2.4,"('imgs\\background\\.6\\outer space6.png', 0.6)","('imgs\\Stick Bodies\\.5\\wu10.png', 0.5)","('imgs\\Misc\\.9\\no misc.png', 0.9)","('imgs\\weapons\\.4\\steyr aug a3 mud.png', 0.4)"
,,,,,,
286844775471881408,CryptoStykz #690,0.835,"('imgs\\background\\.3\\2.png', 0.3)","('imgs\\Stick Bodies\\.3\\Schoolgirl.png', 0.3)","('imgs\\Misc\\.085\\leo sig.png', 0.085)","('imgs\\weapons\\.15\\real sword lightning.png', 0.15)"
,,,,,,
-4739986511306667788,CryptoStykz #691,1.57,"('imgs\\background\\.1\\3d room.png', 0.1)","('imgs\\Stick Bodies\\.5\\rat.png', 0.5)","('imgs\\Misc\\.9\\no misc.png', 0.9)","('imgs\\weapons\\.07\\SA sniper rifle blue grid.png', 0.07)"
,,,,,,
2742777441990525187,CryptoStykz #692,1.9,"('imgs\\background\\.3\\dead zone3.png', 0.3)","('imgs\\Stick Bodies\\.3\\ob9 Headless.png', 0.3)","('imgs\\Misc\\.9\\no misc.png', 0.9)","('imgs\\weapons\\.4\\fn scar.png', 0.4)"
,,,,,,
1344819650787102153,CryptoStykz #693,2.2,"('imgs\\background\\.6\\V2 collection - Catwalk with ladder3.png', 0.6)","('imgs\\Stick Bodies\\.3\\ob9 Headless.png', 0.3)","('imgs\\Misc\\.9\\no misc.png', 0.9)","('imgs\\weapons\\.4\\walther mpl electric blue.png', 0.4)"
,,,,,,
-3058682809283659215,CryptoStykz #694,2.4,"('imgs\\background\\.6\\mountains_Bolt2.png', 0.6)","('imgs\\Stick Bodies\\.5\\headchopper.png', 0.5)","('imgs\\Misc\\.9\\no misc.png', 0.9)","('imgs\\weapons\\.4\\katana craters.png', 0.4)"
,,,,,,
-8163502715944937098,CryptoStykz #695,2.15,"('imgs\\background\\.6\\V2 collection - Back Scene1.png', 0.6)","('imgs\\Stick Bodies\\.5\\rat.png', 0.5)","('imgs\\Misc\\.9\\no misc.png', 0.9)","('imgs\\weapons\\.15\\kriss super v lightning.png', 0.15)"
,,,,,,
8953397860931878601,CryptoStykz #696,2.1,"('imgs\\background\\.6\\outer space9.png', 0.6)","('imgs\\Stick Bodies\\.3\\Schoolgirl.png', 0.3)","('imgs\\Misc\\.9\\no misc.png', 0.9)","('imgs\\weapons\\.3\\shotgun blue grid.png', 0.3)"
,,,,,,
5499997992049128429,CryptoStykz #697,2.4,"('imgs\\background\\.6\\outer space1.png', 0.6)","('imgs\\Stick Bodies\\.5\\wu10.png', 0.5)","('imgs\\Misc\\.9\\no misc.png', 0.9)","('imgs\\weapons\\.4\\m249 spw wood3.png', 0.4)"
,,,,,,
-8570371303489931237,CryptoStykz #698,2.1,"('imgs\\background\\.6\\reality crack5.png', 0.6)","('imgs\\Stick Bodies\\.3\\Schoolgirl.png', 0.3)","('imgs\\Misc\\.9\\no misc.png', 0.9)","('imgs\\weapons\\.3\\imi negev stoner.png', 0.3)"
,,,,,,
3155287997385243400,CryptoStykz #699,1.75,"('imgs\\background\\.3\\9.png', 0.3)","('imgs\\Stick Bodies\\.5\\animedude.png', 0.5)","('imgs\\Misc\\.9\\no misc.png', 0.9)","('imgs\\weapons\\.05\\cannon_bolt blue web.png', 0.05)"
,,,,,,
1424964589512511590,CryptoStykz #700,2.2,"('imgs\\background\\.6\\mountains_Bolt0.png', 0.6)","('imgs\\Stick Bodies\\.3\\cowboy.png', 0.3)","('imgs\\Misc\\.9\\no misc.png', 0.9)","('imgs\\weapons\\.4\\steyr aug a3.png', 0.4)"
,,,,,,
-4496185504498591375,CryptoStykz #701,1.95,"('imgs\\background\\.6\\stairs cracks1.png', 0.6)","('imgs\\Stick Bodies\\.15\\horse.png', 0.15)","('imgs\\Misc\\.9\\no misc.png', 0.9)","('imgs\\weapons\\.3\\rk95 suppressed fibers.png', 0.3)"
,,,,,,
-3725393659761885480,CryptoStykz #702,2.4,"('imgs\\background\\.6\\mountains_Bolt0.png', 0.6)","('imgs\\Stick Bodies\\.5\\jin kazama.png', 0.5)","('imgs\\Misc\\.9\\no misc.png', 0.9)","('imgs\\weapons\\.4\\star15.png', 0.4)"
,,,,,,
755494031044213945,CryptoStykz #703,1.95,"('imgs\\background\\.6\\buildings4.png', 0.6)","('imgs\\Stick Bodies\\.15\\dino.png', 0.15)","('imgs\\Misc\\.9\\no misc.png', 0.9)","('imgs\\weapons\\.3\\shotgun wood.png', 0.3)"
,,,,,,
-8257545735474296184,CryptoStykz #704,2.2,"('imgs\\background\\.6\\buildings6.png', 0.6)","('imgs\\Stick Bodies\\.3\\general grevious.png', 0.3)","('imgs\\Misc\\.9\\no misc.png', 0.9)","('imgs\\weapons\\.4\\galil 7.62.png', 0.4)"
,,,,,,
-5334994542141188714,CryptoStykz #705,1.65,"('imgs\\background\\.1\\stairs cracks.png', 0.1)","('imgs\\Stick Bodies\\.5\\base robo.png', 0.5)","('imgs\\Misc\\.9\\no misc.png', 0.9)","('imgs\\weapons\\.15\\real gun stone.png', 0.15)"
,,,,,,
-9152911790705118010,CryptoStykz #706,1.8,"('imgs\\background\\.6\\stairs cracks6.png', 0.6)","('imgs\\Stick Bodies\\.15\\dino.png', 0.15)","('imgs\\Misc\\.9\\no misc.png', 0.9)","('imgs\\weapons\\.15\\basicglock lightning.png', 0.15)"
,,,,,,
-5091555321265053788,CryptoStykz #707,1.235,"('imgs\\background\\.6\\reality crack1.png', 0.6)","('imgs\\Stick Bodies\\.15\\horse.png', 0.15)","('imgs\\Misc\\.085\\co sig.png', 0.085)","('imgs\\weapons\\.4\\ak47 blue web.png', 0.4)"
,,,,,,
2235253226090951033,CryptoStykz #708,2.2,"('imgs\\background\\.6\\mountains_Bolt3.png', 0.6)","('imgs\\Stick Bodies\\.3\\general grevious.png', 0.3)","('imgs\\Misc\\.9\\no misc.png', 0.9)","('imgs\\weapons\\.4\\barret m82 filled glitch terra.png', 0.4)"
,,,,,,
7217648556518204186,CryptoStykz #709,2,"('imgs\\background\\.3\\forest1.png', 0.3)","('imgs\\Stick Bodies\\.5\\blunkstki0px.png', 0.5)","('imgs\\Misc\\.9\\no misc.png', 0.9)","('imgs\\weapons\\.3\\cannon_bolt qbert.png', 0.3)"
,,,,,,
966682180080553880,CryptoStykz #710,1.8,"('imgs\\background\\.3\\forest2.png', 0.3)","('imgs\\Stick Bodies\\.3\\cowboy.png', 0.3)","('imgs\\Misc\\.9\\no misc.png', 0.9)","('imgs\\weapons\\.3\\p90 qbert.png', 0.3)"
,,,,,,
756115706330172194,CryptoStykz #711,2,"('imgs\\background\\.3\\stairs3.png', 0.3)","('imgs\\Stick Bodies\\.5\\poly skirt.png', 0.5)","('imgs\\Misc\\.9\\no misc.png', 0.9)","('imgs\\weapons\\.3\\chaingun_qbert.png', 0.3)"
,,,,,,
-7016016268644811687,CryptoStykz #712,1.95,"('imgs\\background\\.6\\outer space6.png', 0.6)","('imgs\\Stick Bodies\\.3\\ob9 Headless.png', 0.3)","('imgs\\Misc\\.9\\no misc.png', 0.9)","('imgs\\weapons\\.15\\real sword hippie.png', 0.15)"
,,,,,,
